time,ph,ntu,ntu3,ntu4,take,supply,pac
2014/2/13 22:00,7.4,22.78,1.4,1.25,9840,7983,29.78
2014/2/13 23:00,7.4,22.88,1.41,1.34,8910,7640,27.38
2014/2/14 0:00,7.4,22.42,1.18,1.06,5860,7053,33.28
2014/2/14 1:00,7.4,21.56,1.07,0.95,5930,6418,24.79
2014/2/14 2:00,7.4,21.96,0.97,0.91,5960,6248,24.66
2014/2/14 3:00,7.4,20.19,1.38,0.84,5940,6201,32.83
2014/2/14 4:00,7.4,20.28,0.88,0.84,5840,6049,33.39
2014/2/14 5:00,7.4,23.84,0.95,0.77,5840,6049,25.34
2014/2/14 6:00,7.4,24.16,0.82,0.76,5800,6181,33.62
2014/2/14 7:00,7.4,25.01,0.81,0.72,5820,6922,25.26
2014/2/14 8:00,7.4,27.57,0.78,0.76,8800,7608,33.3
2014/2/14 9:00,7.4,28.89,0.91,0.85,9700,8129,30.21
2014/2/14 10:00,7.4,29.08,1.11,0.99,9750,8441,25.03
2014/2/14 11:00,7.4,25.91,1.12,0.97,9720,8498,30.14
2014/2/14 12:00,7.4,22.72,1.21,1.03,9780,8367,29.96
2014/2/14 13:00,7.4,24.25,1.31,1.13,9780,8335,29.96
2014/2/14 14:00,7.4,25.16,1.3,1.16,9810,7873,29.87
2014/2/14 15:00,7.4,24.14,1.28,1.16,9810,7528,29.87
2014/2/14 16:00,7.4,22.23,1.3,1.17,9790,7762,29.93
2014/2/14 17:00,7.4,22.62,1.3,1.18,9730,7810,30.11
2014/2/14 18:00,7.4,19.87,1.21,1.03,6450,8290,30.23
2014/2/14 19:00,7.4,22.33,1.09,0.96,5830,8226,33.45
2014/2/14 20:00,7.4,22.76,0.96,0.92,5780,7875,33.74
2014/2/14 21:00,7.4,23.42,0.93,0.83,8690,7836,33.72
2014/2/14 22:00,7.4,23.68,0.91,0.94,9790,7647,29.93
2014/2/14 23:00,7.4,26.75,1.05,0.9,9890,7643,24.67
2014/2/15 0:00,7.4,26.7,1.28,1.16,9930,7095,29.51
2014/2/15 1:00,7.4,23.43,1.17,1.07,6420,6014,30.37
2014/2/15 2:00,7.4,23.41,1.07,0.97,5940,5618,24.75
2014/2/15 3:00,7.4,22.17,0.97,1.01,5890,5542,24.96
2014/2/15 4:00,7.4,21.42,0.95,0.9,5880,5311,25
2014/2/15 5:00,7.4,22.63,0.88,0.93,5830,5385,33.45
2014/2/15 6:00,7.4,25.63,1.02,0.86,5850,5457,25.13
2014/2/15 7:00,7.4,26.2,0.92,0.83,5820,5946,33.51
2014/2/15 8:00,7.4,26.7,0.84,0.85,5780,7556,33.74
2014/2/15 9:00,7.4,26.33,0.96,1.03,6130,7979,31.81
2014/2/15 10:00,7.4,31.75,0.83,0.82,9680,8524,30.27
2014/2/15 11:00,7.4,29.37,1.1,1,9770,8675,34.9
2014/2/15 12:00,7.4,26,1.17,1.05,9810,8392,29.87
2014/2/15 13:00,7.4,25.7,1.22,1.14,9670,7994,35.26
2014/2/15 14:00,7.4,21.84,1.07,1.01,5880,7686,33.16
2014/2/15 15:00,7.4,21.26,1.02,1.14,5950,7732,24.54
2014/2/15 16:00,7.4,19.61,0.96,0.94,5890,7476,33.11
2014/2/15 17:00,7.4,23.21,0.88,1.02,6880,7833,28.34
2014/2/15 18:00,7.4,23.49,0.86,0.89,9760,8472,30.02
2014/2/15 19:00,7.4,25.71,1.07,1.05,9740,8363,30.08
2014/2/15 20:00,7.4,26.46,1.17,1.26,9740,8070,30.08
2014/2/15 21:00,7.4,24.99,1.18,1.18,9710,7779,30.18
2014/2/15 22:00,7.4,22.92,1.18,1.09,9880,7728,29.66
2014/2/15 23:00,7.4,22.99,1.3,1.09,8730,7660,33.56
2014/2/16 0:00,7.4,23.01,1.11,1.01,5900,6786,24.92
2014/2/16 1:00,7.4,22.86,1.01,0.93,5930,6084,32.88
2014/2/16 2:00,7.4,22.6,0.94,0.88,5960,5667,24.66
2014/2/16 3:00,7.4,23.68,0.97,0.91,5950,5692,24.71
2014/2/16 4:00,7.4,22.87,0.88,0.87,5920,5578,32.94
2014/2/16 5:00,7.4,22,0.88,0.84,5910,5493,24.87
2014/2/16 6:00,7.4,25.26,0.87,0.84,5890,5831,24.96
2014/2/16 7:00,7.4,24.89,0.87,0.89,5850,6028,33.33
2014/2/16 8:00,7.4,29.34,0.9,0.86,6850,7036,28.47
2014/2/16 9:00,7.4,25.86,0.92,0.92,9690,8008,25.18
2014/2/16 10:00,7.4,27.85,1.06,1.1,9700,8345,30.21
2014/2/16 11:00,7.4,27.1,1.12,1.07,9770,8360,29.99
2014/2/16 12:00,7.4,22.84,1.17,1.1,9860,8348,24.75
2014/2/16 13:00,7.4,24.31,1.26,1.36,9800,8137,29.9
2014/2/16 14:00,7.4,22.95,1.32,1.6,9830,8008,29.81
2014/2/16 15:00,7.4,21.66,1.28,1.36,9840,7569,29.78
2014/2/16 16:00,7.4,21.74,1.14,1.24,6590,7603,29.59
2014/2/16 17:00,7.4,21.84,1.14,1.13,5840,7518,33.39
2014/2/16 18:00,7.4,23.29,0.97,1.08,5820,8205,25.26
2014/2/16 19:00,7.4,30.76,0.91,1.09,8570,8522,34.19
2014/2/16 20:00,7.4,30.04,0.99,1.14,9680,7870,25.21
2014/2/16 21:00,7.4,29.26,1.22,1.29,9630,8032,25.34
2014/2/16 22:00,7.4,26.46,1.28,1.27,9700,7826,30.21
2014/2/16 23:00,7.4,25.82,1.28,1.24,9130,7202,26.73
2014/2/17 0:00,7.4,23.7,1.21,1.17,5840,6704,33.39
2014/2/17 1:00,7.4,26.33,1.12,1.11,5930,6162,33.39
2014/2/17 2:00,7.4,27.49,0.99,1.01,5970,5687,24.46
2014/2/17 3:00,7.4,27.05,0.97,1.02,5890,5532,33.11
2014/2/17 4:00,7.4,26.1,0.94,0.99,5830,5194,25.04
2014/2/17 5:00,7.4,25.52,0.92,1.06,5850,5164,33.33
2014/2/17 6:00,7.4,28.29,0.88,1.05,5840,5693,25
2014/2/17 7:00,7.4,28.95,0.8,0.88,5820,6354,33.51
2014/2/17 8:00,7.4,29.9,0.88,0.95,9190,7660,26.55
2014/2/17 9:00,7.3,30.12,0.93,1.1,9650,8261,30.36
2014/2/17 10:00,7.3,33.26,1.27,1.24,9670,8516,30.3
2014/2/17 11:00,7.3,35.57,1.31,1.13,9630,8792,30.43
2014/2/17 12:00,7.3,30.52,1.07,1.12,9760,8466,30.02
2014/2/17 13:00,7.3,30.51,1.12,1.14,9860,8375,29.72
2014/2/17 14:00,7.3,29.49,1.15,1.24,9910,7921,29.57
2014/2/17 15:00,7.3,25.64,1.15,1.18,8800,7930,33.3
2014/2/17 16:00,7.3,21.48,1.11,1.1,5840,7867,25
2014/2/17 17:00,7.3,20.41,1,1.04,5850,7968,25.13
2014/2/17 18:00,7.3,23.81,0.89,1.06,7710,8624,31.65
2014/2/17 19:00,7.3,27.81,1.05,1.25,9810,8611,24.87
2014/2/17 20:00,7.3,28.59,1.37,1.42,9740,8596,30.08
2014/2/17 21:00,7.3,26.36,1.36,1.36,9650,8483,30.36
2014/2/17 22:00,7.3,25.76,1.34,1.34,9700,8153,25.15
2014/2/17 23:00,7.3,25.82,1.3,1.28,9140,7573,26.7
2014/2/18 0:00,7.2,20.61,1.16,1.09,5790,7010,25.22
2014/2/18 1:00,7.2,23.57,1.02,0.99,5920,6246,32.94
2014/2/18 2:00,7.2,25.51,0.84,0.92,5880,5872,24.83
2014/2/18 3:00,7.2,25.58,0.92,1.11,5890,5581,24.79
2014/2/18 4:00,7.2,25.91,0.88,1.1,5870,5669,33.22
2014/2/18 5:00,7.2,24.08,0.83,1.01,5850,5639,24.96
2014/2/18 6:00,7.2,24.03,0.73,0.9,5830,5593,33.45
2014/2/18 7:00,7.2,27.87,0.69,0.85,5810,6369,25.13
2014/2/18 8:00,7.2,32.15,0.69,0.84,6750,7687,28.89
2014/2/18 9:00,7.3,27.2,0.8,0.93,9660,8290,30.33
2014/2/18 10:00,7.3,28.55,0.97,1.01,9610,8520,30.49
2014/2/18 11:00,7.3,19.5,1.13,1.06,9510,8507,25.66
2014/2/18 12:00,7.3,16.31,1.01,1.08,9680,8308,30.27
2014/2/18 13:00,7.3,14.53,0.93,1.07,9760,7886,25
2014/2/18 14:00,7.3,15.59,0.99,1.17,9800,7674,29.9
2014/2/18 15:00,7.3,15.6,1.02,1.39,9870,7749,29.69
2014/2/18 16:00,7.3,16.71,0.88,1.19,6170,7621,23.82
2014/2/18 17:00,7.3,13.51,0.83,1.09,5840,8030,33.39
2014/2/18 18:00,7.3,13.11,0.73,1.02,5830,8510,25.21
2014/2/18 19:00,7.3,16.46,0.7,1.02,7340,8356,33.24
2014/2/18 20:00,7.3,26.12,0.8,0.99,9700,8140,30.21
2014/2/18 21:00,7.3,19.95,0.96,1.11,9680,7941,25.21
2014/2/18 22:00,7.3,19.23,0.92,1.12,9630,7572,25.34
2014/2/18 23:00,7.3,18.48,0.94,1.16,9660,7141,30.33
2014/2/19 0:00,7.2,16.32,0.84,1.1,8180,6496,23.84
2014/2/19 1:00,7.2,14.27,0.78,1.01,5830,5946,33.45
2014/2/19 2:00,7.2,15.99,0.7,0.95,5830,5727,25.04
2014/2/19 3:00,7.2,19.42,0.65,0.91,5860,5744,33.28
2014/2/19 4:00,7.2,17.06,0.62,0.92,5840,5902,25
2014/2/19 5:00,7.2,15.77,0.65,0.93,5880,5676,24.83
2014/2/19 6:00,7.2,15.2,0.64,0.93,5830,5727,33.51
2014/2/19 7:00,7.2,15.49,0.68,0.93,5790,6409,25.22
2014/2/19 8:00,7.2,17.39,0.65,0.92,5790,7430,25.22
2014/2/19 9:00,7.35,18.13,0.64,0.91,9320,7776,31.44
2014/2/19 10:00,7.33,17.28,0.78,1.06,5790,8440,30.52
2014/2/19 11:00,7.34,19.42,0.81,1.07,9570,8173,30.62
2014/2/19 12:00,7.34,17.12,0.86,1.1,9670,8182,30.3
2014/2/19 13:00,7.34,15.84,0.8,1.04,9740,7852,30.08
2014/2/19 14:00,7.33,17.19,0.88,1,9760,7487,30.02
2014/2/19 15:00,7.33,14.98,0.83,0.98,7250,7602,33.66
2014/2/19 16:00,7.34,14.35,0.75,0.94,5810,7574,25.3
2014/2/19 17:00,7.3,14.57,0.69,0.9,5800,7395,25.34
2014/2/19 18:00,7.3,14.65,0.66,0.87,5890,8273,33.11
2014/2/19 19:00,7.3,14.02,0.65,0.87,9010,8276,27.08
2014/2/19 20:00,7.3,14.79,0.83,0.97,9790,8172,29.93
2014/2/19 21:00,7.3,17.15,0.9,1,9700,8045,30.21
2014/2/19 22:00,7.3,16.98,0.86,1,9640,7654,30.39
2014/2/19 23:00,7.3,17.46,0.87,1.01,9610,7364,30.49
2014/2/20 0:00,7.33,16.15,0.76,0.88,7520,6549,25.93
2014/2/20 1:00,7.34,16.15,0.7,0.84,5830,6068,33.45
2014/2/20 2:00,7.34,15.52,0.65,0.8,5870,5939,25.04
2014/2/20 3:00,7.34,15.89,0.62,0.79,5880,5547,33.16
2014/2/20 4:00,7.34,15.54,0.68,0.87,5900,5809,24.92
2014/2/20 5:00,7.34,14.22,0.65,0.86,5890,5561,24.96
2014/2/20 6:00,7.35,15.59,0.65,0.86,5860,6069,25.09
2014/2/20 7:00,7.34,15.96,0.66,0.86,5850,6246,33.33
2014/2/20 8:00,7.34,16.11,0.78,0.9,7630,7979,25.56
2014/2/20 9:00,7.3,18.2,0.83,0.93,9710,8368,30.18
2014/2/20 10:00,7.3,18.99,0.88,1.02,9700,8802,30.21
2014/2/20 11:00,7.3,18.74,0.97,1.14,9730,8593,25.08
2014/2/20 12:00,7.3,17.95,1.14,1.3,9710,8838,30.18
2014/2/20 13:00,7.3,16.42,1.07,1.2,9770,8296,29.99
2014/2/20 14:00,7.3,17.99,1.11,1.23,9860,7942,24.75
2014/2/20 15:00,7.3,18.5,1.17,1.31,9910,8202,29.57
2014/2/20 16:00,7.3,18.04,1.07,1.45,8520,7974,28.64
2014/2/20 17:00,7.3,16.5,0.79,0.98,5860,8145,33.28
2014/2/20 18:00,7.3,15.88,0.79,1,5870,8573,33.05
2014/2/20 19:00,7.3,16.58,0.8,1.01,8050,8687,30.31
2014/2/20 20:00,7.3,17.85,1.03,1.12,9840,8567,33.05
2014/2/20 21:00,7.3,20.22,1.09,1.23,9780,8458,29.96
2014/2/20 22:00,7.3,21.22,1.01,1.14,9780,8543,29.57
2014/2/20 23:00,7.3,20.69,0.98,1.11,9730,8296,30.11
2014/2/21 0:00,7.34,21.45,0.98,1.05,9730,7030,30.11
2014/2/21 1:00,7.35,15.75,0.89,0.96,6160,6554,31.66
2014/2/21 2:00,7.34,13.91,0.74,0.88,5880,6217,25
2014/2/21 3:00,7.34,13.94,0.84,0.99,5880,5765,33.16
2014/2/21 4:00,7.34,14.33,0.8,1,5880,5811,25
2014/2/21 5:00,7.35,14.36,0.81,1.03,5880,5774,25
2014/2/21 6:00,7.34,13.56,0.85,1.02,5890,5924,33.11
2014/2/21 7:00,7.34,13.66,0.77,0.96,5860,6602,25.09
2014/2/21 8:00,7.34,14.1,0.74,0.92,8250,8222,29.58
2014/2/21 9:00,7.2,16.76,1.16,1.37,9850,8472,29.75
2014/2/21 10:00,7.2,17.15,1,1.18,9830,9007,29.81
2014/2/21 11:00,7.2,17.74,1.01,1.13,9780,8994,29.96
2014/2/21 12:00,7.2,17.25,0.97,1.13,9720,8671,25.1
2014/2/21 13:00,7.2,16.27,1.01,1.12,9750,8326,30.05
2014/2/21 14:00,7.2,15.96,1.08,1.14,9810,7985,29.87
2014/2/21 15:00,7.2,16,1.09,1.16,9870,7908,29.69
2014/2/21 16:00,7.2,16.33,0.89,1.07,8560,7762,28.5
2014/2/21 17:00,7.2,15.68,0.9,0.97,5910,7936,24.87
2014/2/21 18:00,7.2,15.18,0.74,0.91,5880,8743,33.16
2014/2/21 19:00,7.2,15.63,0.73,0.89,8590,8973,28.41
2014/2/21 20:00,7.2,15.37,1.01,1.09,9810,8439,28.41
2014/2/21 21:00,7.2,17.8,1.07,1.19,9840,8230,29.78
2014/2/21 22:00,7.2,18.58,1.04,1.16,9790,8000,24.92
2014/2/21 23:00,7.2,19.73,1.02,1.12,9780,7799,29.96
2014/2/22 0:00,7.3,16.22,0.91,1.04,6060,6864,32.18
2014/2/22 1:00,7.3,16.16,0.76,0.88,5790,6336,33.68
2014/2/22 2:00,7.3,16.09,0.65,0.81,5790,6022,25.22
2014/2/22 3:00,7.3,15.61,0.65,0.82,5810,5589,33.56
2014/2/22 4:00,7.33,14.27,0.67,0.84,5840,5654,25
2014/2/22 5:00,7.3,12.89,0.69,0.83,5800,5418,25
2014/2/22 6:00,7.3,12.8,0.68,0.82,5860,5471,24.91
2014/2/22 7:00,7.3,12.02,0.68,0.82,5840,5917,33.39
2014/2/22 8:00,7.3,12.8,0.66,0.79,5860,7115,24.91
2014/2/22 9:00,7.3,15.27,0.75,0.81,9260,8099,31.64
2014/2/22 10:00,7.3,17.05,1.04,1.09,9730,8529,30.11
2014/2/22 11:00,7.3,17.36,1.01,1.08,9720,8524,30.14
2014/2/22 12:00,7.3,16.44,0.99,1.07,9730,8436,30.11
2014/2/22 13:00,7.3,14.41,0.97,1.07,9770,8090,29.99
2014/2/22 14:00,7.3,13.55,0.97,1.12,9760,7555,25
2014/2/22 15:00,7.3,14.93,1.01,1.16,9830,7366,29.81
2014/2/22 16:00,7.3,13.08,0.95,1.15,7560,7610,32.28
2014/2/22 17:00,7.2,14.81,0.82,0.94,5860,8035,24.91
2014/2/22 18:00,7.2,14.17,0.66,0.85,5840,8450,33.39
2014/2/22 19:00,7.2,14.57,0.58,0.8,7350,8535,26.53
2014/2/22 20:00,7.2,12.91,0.7,0.78,9890,8187,29.63
2014/2/22 21:00,7.2,13.46,0.9,1.05,9830,8154,29.81
2014/2/22 22:00,7.2,14.25,0.88,1.02,9790,8054,29.93
2014/2/22 23:00,7.2,15.43,0.87,1.03,9750,7462,30.05
2014/2/23 0:00,7.2,14.43,0.83,0.99,7200,6848,27.08
2014/2/23 1:00,7.2,13.46,0.72,0.91,5790,6196,33.51
2014/2/23 2:00,7.2,14.17,0.58,0.76,5740,5967,25.44
2014/2/23 3:00,7.2,15.06,0.55,0.73,5800,5588,25.17
2014/2/23 4:00,7.2,12.94,0.56,0.74,5810,5390,25.13
2014/2/23 5:00,7.2,11.99,0.61,0.76,5820,5309,33.33
2014/2/23 6:00,7.2,10.93,0.65,0.77,5810,5415,25.13
2014/2/23 7:00,7.2,10.18,0.68,0.81,5790,5538,25.22
2014/2/23 8:00,7.2,10.01,0.69,0.83,5830,6725,25.04
2014/2/23 9:00,7.2,11.4,0.69,0.81,8020,7757,30.42
2014/2/23 10:00,7.2,9.94,0.88,0.97,9770,8407,29.99
2014/2/23 11:00,7.2,11.71,0.83,0.97,9710,8858,30.18
2014/2/23 12:00,7.2,11.78,0.86,0.98,9680,8839,30.27
2014/2/23 13:00,7.2,11.2,0.88,1.07,9620,8536,30.46
2014/2/23 14:00,7.2,11.16,0.89,0.98,9740,7950,30.08
2014/2/23 15:00,7.2,10.74,0.92,1.02,9810,7882,29.87
2014/2/23 16:00,7.2,10.89,0.79,0.95,7710,7620,31.65
2014/2/23 17:00,7.2,11.44,0.68,0.82,5830,7790,25.04
2014/2/23 18:00,7.2,12.3,0.66,0.85,5820,8266,25.09
2014/2/23 19:00,7.2,65.99,0.59,0.78,6310,8197,30.9
2014/2/23 20:00,7.2,12.37,0.64,0.81,9890,8047,29.63
2014/2/23 21:00,7.2,11.79,0.88,1.03,9820,7973,29.84
2014/2/23 22:00,7.2,12.07,0.88,1.04,9840,7829,29.78
2014/2/23 23:00,7.2,12.17,0.82,0.96,9780,7681,24.95
2014/2/24 0:00,7.2,11.85,0.75,0.88,7140,6498,27.31
2014/2/24 1:00,7.2,11.22,0.64,0.82,5810,6074,33.56
2014/2/24 2:00,7.2,11.66,0.61,0.79,5790,5553,25.22
2014/2/24 3:00,7.2,12,0.59,0.78,5760,5428,25.35
2014/2/24 4:00,7.2,12.94,0.57,0.76,5760,5435,33.85
2014/2/24 5:00,7.2,12.33,0.55,0.73,5770,5600,25.3
2014/2/24 6:00,7.2,11.17,0.57,0.74,5780,5369,25.26
2014/2/24 7:00,7.2,10.03,0.55,0.74,5780,6375,33.74
2014/2/24 8:00,7.2,12.07,0.59,0.8,7290,7817,26.75
2014/2/24 9:00,7.2,10.51,1.12,1.3,9780,8681,29.96
2014/2/24 10:00,7.2,10.07,1.02,1.05,9730,9153,30.11
2014/2/24 11:00,7.2,9.23,0.91,0.97,9720,8922,30.14
2014/2/24 12:00,7.2,9.9,0.95,0.92,9720,8750,30.14
2014/2/24 13:00,7.2,9.72,0.82,0.94,9710,8720,30.18
2014/2/24 14:00,7.2,10.1,0.73,0.91,9750,8078,30.05
2014/2/24 15:00,7.2,10.42,0.72,0.82,9740,7819,30.08
2014/2/24 16:00,7.2,10.02,0.95,0.92,9600,7645,25.42
2014/2/24 17:00,7.2,10.47,0.67,0.74,5850,8049,33.33
2014/2/24 18:00,7.2,10.94,0.54,0.69,5860,8406,25.09
2014/2/24 19:00,7.2,14.99,0.5,0.68,6180,8951,31.55
2014/2/24 20:00,7.2,11.98,0.51,0.68,9900,8845,24.65
2014/2/24 21:00,7.2,11.39,0.76,0.88,9880,8612,29.66
2014/2/24 22:00,7.2,11.66,0.82,0.92,9820,8885,29.84
2014/2/24 23:00,7.2,10.77,0.76,0.86,9830,8573,29.81
2014/2/25 0:00,7.2,11.9,0.75,0.86,9790,7116,24.92
2014/2/25 1:00,7.2,12.27,0.67,0.76,6370,6389,30.61
2014/2/26 10:00,7.31,11.48,0.79,0.97,9690,8779,30.24
2014/2/26 11:00,7.2,11.31,0.79,0.89,9690,8779,30.24
2014/2/26 12:00,7.2,11.81,0.89,0.94,9720,8816,25.1
2014/2/26 13:00,7.2,12.3,0.85,0.94,9760,8707,30.02
2014/2/26 14:00,7.2,12.21,0.77,0.9,9720,8095,30.14
2014/2/26 15:00,7.2,11.9,0.77,0.92,9640,7806,30.39
2014/2/26 16:00,7.2,11.87,0.75,0.89,9640,7753,30.39
2014/2/26 17:00,7.2,13.42,0.8,0.91,9630,8097,25.34
2014/2/26 18:00,7.2,11.95,0.8,0.93,8350,8599,29.22
2014/2/26 19:00,7.2,10.63,0.73,0.86,5760,9110,33.85
2014/2/26 20:00,7.2,11.16,0.55,0.72,5780,8454,25.43
2014/2/26 21:00,7.2,15.11,0.5,0.68,6930,8279,35.21
2014/2/26 22:00,7.2,14.78,0.58,0.72,9820,8373,24.85
2014/2/26 23:00,7.2,13.74,0.75,0.89,9890,7957,29.63
2014/2/27 0:00,7.2,13.17,0.85,0.95,9800,7124,29.9
2014/2/27 1:00,7.2,12.25,0.9,0.98,8660,6407,28.18
2014/2/27 2:00,7.2,11.09,0.64,0.82,5830,5571,25.04
2014/2/27 3:00,7.2,13.58,0.61,0.79,5800,5682,25.17
2014/2/27 4:00,7.2,14.17,0.59,0.75,5710,5619,25.57
2014/2/27 5:00,7.2,13.87,0.55,0.72,5740,5600,25.44
2014/2/27 6:00,7.2,15.36,0.51,0.66,5680,5636,25.7
2014/2/27 7:00,7.2,17.21,0.48,0.63,5730,6698,25.48
2014/2/27 8:00,7.2,18.94,0.5,0.65,7520,8273,25.93
2014/2/27 9:00,7.2,15.38,0.74,0.84,9640,8815,30.39
2014/2/27 10:00,7.2,13.45,0.79,0.86,9670,9413,30.3
2014/2/27 11:00,7.2,15.14,0.85,0.91,9730,8903,30.11
2014/2/27 12:00,7.2,15.5,0.74,0.93,9760,8951,30.02
2014/2/27 13:00,7.2,14.94,0.72,0.99,9760,8686,30.02
2014/2/27 14:00,7.2,13.82,0.76,1.03,9770,8221,29.99
2014/2/27 15:00,7.2,13.6,0.7,0.95,9780,8186,29.96
2014/2/27 16:00,7.2,14.27,0.74,0.93,9660,8499,30.33
2014/2/27 17:00,7.2,16.76,0.76,0.94,9670,8424,25.23
2014/2/27 18:00,7.2,15.76,0.78,0.93,9620,8683,30.46
2014/2/27 19:00,7.2,15.85,0.91,1.06,9620,8941,25.36
2014/2/27 20:00,7.2,16.11,0.93,1.1,9740,8594,30.08
2014/2/27 21:00,7.2,19.58,0.89,1.07,9840,8429,24.8
2014/2/27 22:00,7.2,20.17,0.77,0.93,8310,8361,23.47
2014/2/27 23:00,7.2,16.98,0.69,0.85,5900,7934,33.05
2014/2/28 0:00,7.2,18.01,0.57,0.72,5910,6946,24.87
2014/2/28 1:00,7.2,17.42,0.55,0.71,5860,6530,33.28
2014/2/28 2:00,7.2,15.97,0.6,0.8,5820,6463,25.26
2014/2/28 3:00,7.2,16.71,0.63,0.83,5800,5527,25.34
2014/2/28 4:00,7.2,19.46,0.59,0.81,5810,5355,33.56
2014/2/28 5:00,7.2,18.18,0.55,0.77,5770,5485,25.48
2014/2/28 6:00,7.2,19.51,0.54,0.75,5790,5476,25.39
2014/2/28 7:00,7.2,19.54,0.53,0.75,6120,6226,31.86
2014/2/28 8:00,7.2,21.59,0.6,0.84,9600,8152,30.52
2014/2/28 9:00,7.2,20.47,0.78,0.94,9610,8451,25.39
2014/2/28 10:00,7.2,17.59,0.81,0.97,9700,8712,30.21
2014/2/28 11:00,7.2,16.84,0.89,1.06,9790,8765,29.93
2014/2/28 12:00,7.2,17.55,0.88,1.14,9810,8982,24.87
2014/2/28 13:00,7.2,20.95,0.98,1.19,9810,8534,24.87
2014/2/28 14:00,7.2,19.48,0.97,1.19,9760,7773,30.02
2014/2/28 15:00,7.2,18.34,0.96,1.34,9750,7634,30.05
2014/2/28 16:00,7.2,22.1,0.92,1.13,9350,7964,26.1
2014/2/28 17:00,7.2,15.5,0.7,0.91,5780,7959,33.74
2014/2/28 18:00,7.2,16.73,0.61,0.84,5730,8126,25.65
2014/2/28 19:00,7.2,16.73,0.56,0.8,5740,8144,25.61
2014/2/28 20:00,7.2,16.13,0.58,0.82,9070,8193,32.3
2014/2/28 21:00,7.2,13.63,0.87,1.04,9720,7998,25.1
2014/2/28 22:00,7.2,18.85,0.95,1.13,10790,8602,27.15
2014/2/28 23:00,7.2,21.26,0.88,1.08,9380,7271,31.24
2014/3/1 0:00,7.2,14.69,0.84,1.05,9510,6886,25.66
2014/3/1 1:00,7.2,20.83,0.68,0.93,5890,6269,24.96
2014/3/1 2:00,7.2,19.24,0.62,0.88,5870,5561,33.22
2014/3/1 3:00,7.2,17.94,0.61,0.88,5860,5588,25.09
2014/3/1 4:00,7.2,18.53,0.58,0.86,5790,5600,25.39
2014/3/1 5:00,7.2,22.83,0.58,0.85,5750,5585,33.91
2014/3/1 6:00,7.2,22.57,0.56,0.86,5740,5389,25.61
2014/3/1 7:00,7.2,21.88,0.57,0.86,5740,6234,25.61
2014/3/1 8:00,7.2,23.3,0.54,0.84,5690,7713,25.83
2014/3/1 9:00,7.2,23.66,0.65,0.82,9180,8499,31.92
2014/3/1 10:00,7.2,20.36,0.74,0.95,9650,8667,25.28
2014/3/1 11:00,7.2,16.98,0.77,0.97,9730,8863,30.11
2014/3/1 12:00,7.2,19.65,0.79,0.97,9780,8808,24.95
2014/3/1 13:00,7.2,21.29,0.79,1.02,9810,8440,29.87
2014/3/1 14:00,7.2,18.76,0.85,1.15,9840,7730,24.8
2014/3/1 15:00,7.2,18.09,0.94,1.21,9820,8169,29.84
2014/3/1 16:00,7.2,16.94,0.95,1.22,9750,7652,25.03
2014/3/1 17:00,7.2,15.04,0.78,1.04,6160,8763,31.66
2014/3/1 18:00,7.2,17.28,0.69,0.92,5720,8787,34.09
2014/3/1 19:00,7.2,18.85,0.6,0.86,7530,9080,25.9
2014/3/1 20:00,7.2,17.8,0.73,0.91,9640,8624,30.39
2014/3/1 21:00,7.2,16.15,0.86,1.09,9590,8625,30.55
2014/3/1 22:00,7.2,15.57,0.82,1.09,9720,8602,25.1
2014/3/1 23:00,7.2,19.99,0.77,1.06,9800,8444,29.9
2014/3/2 0:00,7.2,22.38,0.81,1.09,9820,7885,29.84
2014/3/2 1:00,7.2,22.32,0.74,1.03,9870,6711,24.72
2014/3/2 2:00,7.2,20.15,0.72,0.99,6100,6354,24.1
2014/3/2 3:00,7.2,18.8,0.63,0.86,5840,6283,33.39
2014/3/2 4:00,7.2,17.79,0.61,0.81,5830,5922,25.21
2014/3/2 5:00,7.2,19.27,0.61,0.82,5790,6055,29.84
2014/3/2 6:00,7.2,20.38,0.61,0.83,5760,5829,33.85
2014/3/2 7:00,7.2,20.1,0.61,0.82,5720,6482,25.7
2014/3/2 8:00,7.2,22.32,0.59,0.8,6570,7893,29.68
2014/3/2 9:00,7.2,19.79,0.62,0.86,9540,8959,25.58
2014/3/2 10:00,7.2,20.92,0.7,0.89,9580,9137,30.58
2014/3/2 11:00,7.2,18.89,0.75,0.97,9650,9137,30.58
2014/3/2 12:00,7.2,16.64,0.76,1,9720,8970,30.14
2014/3/2 13:00,7.2,17.25,0.83,1.05,9770,8538,24.97
2014/3/2 14:00,7.2,17.21,0.9,1.13,9790,7990,24.92
2014/3/2 15:00,7.2,18.38,0.88,1.13,9830,8434,29.81
2014/3/2 16:00,7.2,17.43,0.96,1.17,9760,7963,25
2014/3/2 17:00,7.1,15.75,0.87,1.1,9710,8004,30.18
2014/3/2 18:00,7.1,20.67,0.82,1.08,9660,8102,25.26
2014/3/2 19:00,7.1,16.03,0.74,1.01,6210,8248,31.4
2014/3/2 20:00,7.1,15.82,0.77,1,5740,8263,25.44
2014/3/2 21:00,7.1,14.18,0.64,0.95,5710,8130,25.57
2014/3/2 22:00,7.1,14.47,0.57,0.92,9260,8282,31.64
2014/3/2 23:00,7.1,12.99,0.67,0.95,9730,7536,30.11
2014/3/3 0:00,7.1,17.36,0.69,0.97,9770,7342,24.97
